Data,Soggiacenza (m),id_left,longitude,latitude,quota[m],head[m],depth,averageHead[m],headSamples,geometry,AcquiferBase,control,index_right,id_right,Bottom,simulatedH,Error
2013-01-11 00:00:00,5.2,PO015146NU1353,760764.0604249102,5604180.4540825365,111.0,105.8,16.0,106.01287671232876,73.0,POINT (760764.0604249102 5604180.4540825365),[45.254133],0.0,0,1,95.0,106.03478320088635,0.021906488557590365
2013-01-11 00:00:00,9.1,PO015146NU1378,756115.1070434112,5602027.19190914,112.0,102.9,14.0,103.30661971830985,71.0,POINT (756115.1070434112 5602027.19190914),[38.683097],0.0,0,1,98.0,108.03999573075849,4.733376012448645
2013-01-11 00:00:00,3.75,PO015146NU1379,759862.5718695469,5599987.667579294,103.0,99.25,7.0,99.54985507246376,69.0,POINT (759862.5718695469 5599987.667579294),[29.476317],0.0,0,1,96.0,99.85538429534355,0.3055292228797981
2013-01-11 00:00:00,6.35,PO015146NU1435,750404.8351783325,5602187.90921967,115.0,108.65,9.0,108.7646575342466,73.0,POINT (750404.8351783325 5602187.90921967),[47.823987],0.0,0,1,106.0,110.88414914144275,2.119491607196153
2013-01-11 00:00:00,7.05,PO015146NU1496,746165.6863760368,5608060.6600951245,137.0,129.95,15.0,131.13479452054787,73.0,POINT (746165.6863760368 5608060.6600951245),[80.163784],0.0,0,1,122.0,120.78119454335175,-10.353599977196126
2013-01-11 00:00:00,15.1,PO015146NU1536,752304.8033760419,5606964.5088936975,135.0,119.9,19.0,120.68555555555552,72.0,POINT (752304.8033760419 5606964.5088936975),[65.560677],0.0,0,1,116.0,116.83297862933128,-3.852576926224245
2018-07-18 00:00:00,2.94,PO015173NR0001,757085.2326044603,5591981.659483956,95.0,92.06,30.0,91.735,18.0,POINT (757085.2326044603 5591981.659483956),[2.7264988],0.0,0,1,65.0,89.83604729776003,-1.898952702239967
2015-05-25 00:00:00,14.08,PO0152020U0025,770280.3921468641,5589961.453521357,83.0,68.92,28.0,68.72571428571429,42.0,POINT (770280.3921468641 5589961.453521357),[0.],0.0,0,1,55.0,78.80906946412156,10.083355178407274
2015-05-25 00:00:00,14.41,PO0152020U0026,770280.5310158838,5589961.346512344,83.0,68.59,60.0,69.43571428571427,35.0,POINT (770280.5310158838 5589961.346512344),[0.],0.0,0,1,23.0,78.80885476123932,9.373140475525048
2013-01-04 00:00:00,2.81,PO0152100U0004,772566.6222971162,5601469.017409436,101.0,98.19,43.0,97.89178571428576,56.0,POINT (772566.6222971162 5601469.017409436),[3.7864457],0.0,0,1,58.0,91.73918417209028,-6.152601542195484
2013-03-01 00:00:00,6.23,PO0152210U0001,781898.8711665649,5620521.610324975,168.0,161.77,32.98,161.62600000000006,35.0,POINT (781898.8711665649 5620521.610324975),[127.48235],0.0,0,1,135.02,161.6203432948342,-0.0056567051658475975
2013-01-04 00:00:00,2.98,PO0152350U0001,738775.4922342451,5597266.049453536,115.0,112.02,61.96,112.11126984126987,63.0,POINT (738775.4922342451 5597266.049453536),[42.7957],0.0,0,1,53.04,110.06757656456486,-2.0436932767050138
2013-01-04 00:00:00,4.18,PO0152360U0003,746906.1606038206,5590513.434542076,98.0,93.82,76.0,93.675873015873,63.0,POINT (746906.1606038206 5590513.434542076),[15.507655],0.0,0,1,22.0,93.17919395714041,-0.4966790587325818
2015-02-27 00:00:00,1.42,PO015247NR0185,746117.609684286,5597635.500964734,107.0,105.58,35.0,105.70576271186438,59.0,POINT (746117.609684286 5597635.500964734),[34.435882],0.0,0,1,72.0,105.70624242094866,0.0004797090842743046
2013-02-01 00:00:00,30.28,PO0152490U0002,720799.7944046773,5616491.400221854,198.0,167.72,60.0,168.6764516129032,62.0,POINT (720799.7944046773 5616491.400221854),[100.],0.0,0,1,138.0,158.48588866154822,-10.190562951354991
2016-01-15 00:00:00,2.26,PO018003NR0009,717445.7780720869,5586065.266301582,111.0,108.74,19.0,109.39408163265306,49.0,POINT (717445.7780720869 5586065.266301582),[60.320848],0.0,0,1,92.0,101.94113315556802,-7.45294847708503
2013-01-15 00:00:00,11.8,PO0180130U0005,766236.0113107038,5572764.915642086,72.0,60.2,60.0,60.64675675675675,74.0,POINT (766236.0113107038 5572764.915642086),[0.60168129],0.0,0,1,12.0,60.64683948009361,8.272333685965805e-05
2015-06-03 00:00:00,13.71,PO018014NRP001,742056.0593824775,5584749.148557665,93.0,79.28999999999999,47.0,79.821914893617,47.0,POINT (742056.0593824775 5584749.148557665),[5.6692832],0.0,0,1,46.0,87.23343209419919,7.411517200582182
2013-01-24 00:00:00,4.6,PO0180190U0001,758848.3570265662,5584111.9293596605,84.0,79.4,74.0,79.36250000000001,52.0,POINT (758848.3570265662 5584111.9293596605),[-25.292561],0.0,0,1,10.0,77.96893603229913,-1.393563967700885
2013-02-18 00:00:00,11.3,PO018032NR0001,750818.5040153394,5560844.529056691,73.0,61.7,17.0,61.37200000000001,50.0,POINT (750818.5040153394 5560844.529056691),[-2.9315672],0.0,0,1,56.0,61.6143630616158,0.2423630616157908
2014-05-28 00:00:00,5.5,PO0180350U0002,725085.9321948083,5593568.473612292,116.0,110.5,46.5,109.86875,24.0,POINT (725085.9321948083 5593568.473612292),[50.],0.0,0,1,69.5,106.06489488422704,-3.8038551157729614
2016-03-29 00:00:00,2.2,PO018043NUP001,760214.5680885041,5582998.735018107,81.0,78.8,15.0,78.84463414634145,41.0,POINT (760214.5680885041 5582998.735018107),[-28.937482],0.0,0,1,66.0,75.99151616912698,-2.853117977214467
2013-05-17 00:00:00,4.65,PO0180480U0004,782891.4127267774,5572418.032015147,53.0,48.35,20.0,48.18046875,64.0,POINT (782891.4127267774 5572418.032015147),[9.499434],0.0,0,1,33.0,49.43304847362072,1.2525797236207197
2016-02-25 00:00:00,2.0,PO018048NRP001,764566.7891879813,5575520.458160971,73.0,71.0,13.0,70.12,25.0,POINT (764566.7891879813 5575520.458160971),[-29.636347],0.0,0,1,60.0,65.16049685158063,-4.959503148419373
2013-01-14 00:00:00,3.8,PO0180500U0002,719819.473621684,5588662.190400049,115.0,111.2,50.0,111.21656716417908,67.0,POINT (719819.473621684 5588662.190400049),[53.813344],0.0,0,1,65.0,103.3780929839358,-7.838474180243281
2013-08-28 00:00:00,5.66,PO018062NRD002,730304.5022611492,5566084.172590262,89.0,83.34,20.0,81.83084745762713,59.0,POINT (730304.5022611492 5566084.172590262),[3.9844321],0.0,0,1,69.0,75.40140381660746,-6.429443641019674
2014-05-06 00:00:00,2.17,PO018065NRG001,717178.5023064293,5560404.808227497,86.0,83.83,10.0,82.88761904761905,21.0,POINT (717178.5023064293 5560404.808227497),[61.453383],0.0,0,1,76.0,83.12218168576581,0.23456263814675538
2013-02-13 00:00:00,20.39,PO018068NRP001,733384.9487365737,5583058.247131827,98.0,77.61,53.5,77.4682456140351,57.0,POINT (733384.9487365737 5583058.247131827),[12.600043],0.0,0,1,44.5,89.41063940317676,11.942393789141661
2013-01-16 00:00:00,5.2,PO0180690U0002,734879.1916183875,5576739.94069353,96.0,90.8,57.0,90.68753623188404,69.0,POINT (734879.1916183875 5576739.94069353),[0.],0.0,0,1,39.0,82.03721095357731,-8.650325278306724
2013-02-26 00:00:00,4.6,PO0180720U0002,752481.6096887183,5585724.963980661,89.0,84.4,76.5,84.87354838709679,31.0,POINT (752481.6096887183 5585724.963980661),[-6.3210103],0.0,0,1,12.5,83.09481825339425,-1.7787301337025383
2015-07-14 00:00:00,3.15,PO018072NUP001,754078.6440829836,5582644.06492528,86.0,82.85,20.0,82.24928571428568,42.0,POINT (754078.6440829836 5582644.0649252795),[-20.507547],0.0,0,1,66.0,78.06215766902545,-4.1871280452602235
2014-05-07 00:00:00,3.2,PO0180810U0111,763486.6302439121,5572495.927596672,69.0,65.8,20.0,65.57826086956523,23.0,POINT (763486.6302439121 5572495.9275966715),[-6.0555922],0.0,0,1,49.0,60.7080116998313,-4.870249169733924
2016-03-29 00:00:00,5.3,PO0181100U0111,752757.9530429427,5578533.300876113,83.0,77.7,17.0,78.38953488372094,43.0,POINT (752757.9530429427 5578533.300876113),[-28.44361],0.0,0,1,66.0,73.20594997939196,-5.183584904328981
2013-01-15 00:00:00,4.0,PO0181140U0002,777960.5207731413,5567374.412051154,51.0,47.0,24.0,47.24942857142858,70.0,POINT (777960.5207731413 5567374.412051154),[0.],0.0,0,1,27.0,49.03400086741583,1.784572295987246
2013-01-14 00:00:00,5.9,PO0181150U0006,754745.0964978455,5562372.046123487,63.0,57.1,19.5,57.31987341772151,79.0,POINT (754745.0964978455 5562372.046123487),[1.8567967],0.0,0,1,43.5,60.2378274705857,2.9179540528641894
2013-01-24 00:00:00,5.8,PO0181410U0001,759666.3062221112,5579968.307425348,81.0,75.2,80.0,75.01690909090912,55.0,POINT (759666.3062221112 5579968.307425348),[-38.674495],0.0,0,1,1.0,72.24052833140927,-2.776380759499858
2015-05-14 00:00:00,6.28,PO018147NUP001,733649.914355607,5568673.967027353,85.0,78.72,60.0,78.82666666666667,48.0,POINT (733649.914355607 5568673.967027353),[0.],0.0,0,1,25.0,75.23204533419215,-3.5946213324745173
2015-07-13 00:00:00,3.27,PO018162NUP001,754835.2585351281,5571712.76161608,59.0,55.73,14.0,54.84377777777775,45.0,POINT (754835.2585351281 5571712.76161608),[-46.950224],0.0,0,1,45.0,62.67917644770221,7.835398669924459
2015-07-14 00:00:00,1.29,PO018173NUP001,748851.55567068,5584697.056365581,92.0,90.71,15.0,89.86022222222222,45.0,POINT (748851.55567068 5584697.056365581),[0.],0.0,0,1,77.0,83.54895809201624,-6.311264130205984
2015-07-14 00:00:00,3.66,PO018176NUP001,759641.2115875488,5587153.487220958,86.0,82.34,20.0,81.75363636363637,44.0,POINT (759641.2115875488 5587153.487220958),[-15.733268],0.0,0,1,66.0,81.68955276320155,-0.0640836004348273
2013-01-16 00:00:00,5.45,PO0181770U0020,728949.8794484058,5588239.196912244,102.0,96.55,46.0,96.9848684210526,76.0,POINT (728949.8794484058 5588239.196912244),[33.502882],0.0,0,1,56.0,97.65022059117018,0.6653521701175862
2015-05-27 00:00:00,5.13,PO018180NUP001,770602.9693079938,5578779.292122313,69.0,63.87,73.0,63.61851851851852,27.0,POINT (770602.9693079938 5578779.292122313),[-8.391496],0.0,0,1,-4.0,67.3378345913303,3.719316072811786
2013-01-01 08:00:00,5.35,00314310001,701065.3595588881,5622458.09246887,254.0,248.65,13.0,249.63314166230856,7652.0,POINT (701065.3595588881 5622458.09246887),[208.58571],0.0,0,1,241.0,246.82609678460264,-2.80704487770592
2013-01-01 08:00:00,9.35,00206110001,688106.6873185073,5620141.443527266,257.0,247.65,23.0,247.8633339073516,5807.0,POINT (688106.6873185073 5620141.443527266),[217.87034],0.0,0,1,234.0,245.9244343535613,-1.9388995537902929
2013-01-01 04:00:00,5.19,00307310001,691736.5725976592,5618526.669754073,240.0,234.81,23.0,234.65641969959603,6924.0,POINT (691736.5725976592 5618526.669754073),[185.04534],0.0,0,1,217.0,233.95562212435325,-0.700797575242774
2013-01-01 04:00:00,3.01,00310010001,702707.4400911892,5616046.451628134,206.0,202.99,23.0,202.8409977798097,7657.0,POINT (702707.4400911892 5616046.451628134),[167.84413],0.0,0,1,183.0,206.27009103666222,3.429093256852525
2013-01-01 08:00:00,11.59,09600410001,663466.9017669702,5616127.721192195,379.0,367.41,28.0,367.2040197439461,6483.0,POINT (663466.9017669702 5616127.721192195),[348.17217],0.0,0,1,351.0,294.936317138759,-72.26770260518708
2013-01-01 08:00:00,4.31,00212210001,683214.1497414723,5612517.223281565,220.0,215.69,18.0,215.90686354648028,7585.0,POINT (683214.1497414723 5612517.223281565),[185.],0.0,0,1,202.0,215.92054272934305,0.013679182862773587
2013-01-01 04:00:00,3.94,00303010001,705485.1683846916,5611000.38704695,178.0,174.06,13.0,174.20895637408665,7656.0,POINT (705485.1683846916 5611000.38704695),[150.44907],0.0,0,1,165.0,165.0287072635731,-9.180249110513557
2013-01-01 08:00:00,5.11,00303210001,710528.9948518781,5609535.564226629,152.0,146.89,13.0,146.8167035427368,7593.0,POINT (710528.9948518781 5609535.564226629),[132.81721],0.0,0,1,139.0,147.9725404911268,1.1558369483900037
2013-01-01 08:00:00,4.78,09603110001,671694.430558244,5607607.03275234,225.0,220.22,18.0,220.4270099757369,7418.0,POINT (671694.430558244 5607607.03275234),[200.24563],0.0,0,1,207.0,230.52043509145122,10.093425115714325
2013-01-01 08:00:00,14.34,00202110001,680271.3125607418,5607225.228675575,190.0,175.66,23.0,175.28999738766944,7656.0,POINT (680271.3125607418 5607225.228675575),[155.41765],0.0,0,1,167.0,202.29659456385428,27.00659717618484
2013-01-01 04:00:00,1.83,00308310001,692972.7924390811,5608402.494345796,179.0,177.17,13.0,177.31872682162555,7658.0,POINT (692972.7924390811 5608402.494345796),[149.40854],0.0,0,1,166.0,175.16387595851054,-2.1548508631150014
2013-01-01 08:00:00,4.74,00205910001,682126.0850610685,5601004.785811105,158.0,153.26,13.0,153.5873294441744,6171.0,POINT (682126.0850610685 5601004.785811105),[134.83484],0.0,0,1,145.0,180.55215996687548,26.964830522701078
2013-01-01 08:00:00,1.76,00301810001,695638.0391425156,5604400.2581921695,159.0,157.24,13.0,157.29763709032662,6255.0,POINT (695638.0391425156 5604400.2581921695),[138.49258],0.0,0,1,146.0,157.20637864207063,-0.09125844825598506
2013-01-01 08:00:00,2.18,00313510001,702455.8190233718,5603737.871964776,153.0,150.82,13.0,150.87083904578995,7294.0,POINT (702455.8190233718 5603737.871964776),[125.89177],0.0,0,1,140.0,144.93595219880592,-5.934886846984028
2013-01-01 08:00:00,10.08,00313110001,717394.5272115071,5604549.329974741,144.0,133.92,28.0,134.39061576676653,7649.0,POINT (717394.5272115071 5604549.329974741),[105.14429],0.0,0,1,116.0,126.99791417415214,-7.392701592614387
2013-01-01 08:00:00,5.3,00314910001,718394.886975972,5601061.696382804,135.0,129.7,23.0,130.3222663215412,3477.0,POINT (718394.886975972 5601061.696382804),[79.956291],0.0,0,1,112.0,120.81669374251958,-9.505572579021631
2013-01-01 08:00:00,6.99,00304910001,722680.2254610105,5599700.183644276,123.0,116.01,18.0,116.68798212856731,7498.0,POINT (722680.2254610105 5599700.183644276),[78.446989],0.0,0,1,105.0,116.69079242366323,0.002810295095912352
2013-01-01 08:00:00,39.42,00200410001,664813.8483790326,5594846.707094077,245.0,205.58,41.0,205.4663435527475,6654.0,POINT (664813.8483790326 5594846.707094077),[185.],0.0,0,1,204.0,215.347117613775,9.880774061027495
2013-01-01 08:00:00,5.14,00201110001,668689.3302362257,5590355.115691626,185.0,179.86,13.0,179.42840771058815,7574.0,POINT (668689.3302362257 5590355.115691626),[136.95934],0.0,0,1,172.0,186.5564297576096,7.12802204702146
2013-01-01 08:00:00,2.58,00205210001,675607.609550571,5590687.849058751,167.0,164.42,13.0,164.57472618588625,5186.0,POINT (675607.609550571 5590687.849058751),[145.],0.0,0,1,154.0,176.23188168746526,11.657155501579012
2014-05-14 16:00:00,2.26,00212610001,679075.434112692,5590385.136604596,156.0,153.74,13.0,153.73295913088626,5799.0,POINT (679075.434112692 5590385.136604596),[142.97585],0.0,0,1,143.0,169.1154956905772,15.382536559690948
2013-01-01 08:00:00,2.38,00207010001,687112.0026304434,5586712.36029916,136.0,133.62,13.0,133.84709146077196,6921.0,POINT (687112.0026304434 5586712.36029916),[106.59962],0.0,0,1,123.0,142.71579887397908,8.868707413207119
2013-01-01 08:00:00,3.7,00215810001,691518.1098413637,5589763.324602033,131.0,127.3,16.0,127.37623148656124,7292.0,POINT (691518.1098413637 5589763.324602033),[103.25483],0.0,0,1,115.0,130.76144683112256,3.385215344561317
2013-01-01 04:00:00,1.29,00304110001,696157.0913736217,5598688.533889623,141.0,139.71,13.0,139.8351960461277,3035.0,POINT (696157.0913736217 5598688.533889623),[124.44669],0.0,0,1,128.0,138.07459484449018,-1.7606012016375132
2013-01-01 08:00:00,7.41,00316410001,700948.4808871987,5589656.624634274,116.0,108.59,13.0,109.19627730972388,7003.0,POINT (700948.4808871987 5589656.624634274),[95.],0.0,0,1,103.0,118.44550176059013,9.249224450866251
2013-01-01 08:00:00,2.42,00307710001,707131.896366636,5595515.378185841,133.0,130.58,16.0,130.6616809351322,6074.0,POINT (707131.896366636 5595515.378185841),[98.966767],0.0,0,1,117.0,122.0564065489252,-8.605274386207014
2013-01-01 08:00:00,1.61,00315810001,713573.6203859941,5592390.721674641,119.0,117.39,18.0,117.50224982155538,7005.0,POINT (713573.6203859941 5592390.721674641),[71.90964],0.0,0,1,101.0,112.11412732975423,-5.388122491801155
2013-01-01 08:00:00,3.93,00121710001,636823.5659943579,5587140.946564585,264.0,260.07,18.0,260.46809030773346,6954.0,POINT (636823.5659943579 5587140.946564585),[241.74988],0.0,0,1,246.0,269.4610971324908,8.993006824757344
2013-01-01 08:00:00,3.73,00130110001,621630.035461822,5581433.088943394,383.0,379.27,18.0,379.69322386496856,7643.0,POINT (621630.035461822 5581433.088943394),[356.14145],0.0,0,1,365.0,296.40760450486016,-83.2856193601084
2013-01-01 08:00:00,3.17,00124810001,628339.5508300944,5579384.07240876,319.0,315.83,18.0,316.7944237240592,7132.0,POINT (628339.5508300944 5579384.07240876),[287.04188],0.0,0,1,301.0,275.93263674157197,-40.86178698248722
2013-01-01 08:00:00,4.09,00131410001,640144.6621412383,5576017.980556244,220.0,215.91,18.0,216.4519100376692,4513.0,POINT (640144.6621412383 5576017.980556244),[197.87333],0.0,0,1,202.0,218.12569806573745,1.6737880280682589
2013-01-01 08:00:00,8.33,00108210001,651756.5608535702,5578223.455731449,193.0,184.67,28.0,183.9232464694012,5948.0,POINT (651756.5608535702 5578223.455731449),[155.61654],0.0,0,1,165.0,186.11125772405404,2.1880112546528494
2013-01-01 08:00:00,19.98,00122510001,655838.4871846335,5581700.207201424,206.0,186.02,23.0,185.68840744963816,5262.0,POINT (655838.4871846335 5581700.207201424),[153.64284],0.0,0,1,183.0,186.08006984892688,0.3916623992887196
2013-01-01 08:00:00,14.85,00212810001,660012.1706397015,5581508.111441763,193.0,178.15,28.0,178.87739208633093,5560.0,POINT (660012.1706397015 5581508.111441763),[142.72053],0.0,0,1,165.0,177.4319075422532,-1.4454845440777149
2013-01-01 08:00:00,9.85,00129310001,661437.4003734532,5576021.877266667,159.0,149.15,18.0,149.175003917473,7658.0,POINT (661437.4003734532 5576021.877266667),[130.48156],0.0,0,1,141.0,161.85473052836022,12.67972661088723
2013-01-01 08:00:00,3.33,00214810002,675038.9638782686,5583079.159968627,153.0,149.67,13.0,149.78147727272815,7656.0,POINT (675038.9638782686 5583079.159968627),[105.],0.0,0,1,140.0,168.21528735670353,18.433810083975374
2013-01-01 08:00:00,4.21,00211810001,681052.3841739412,5583109.9178395895,140.0,135.79,13.0,135.93124504885097,7574.0,POINT (681052.3841739412 5583109.9178395895),[109.9424],0.0,0,1,127.0,157.98845006764913,22.057205018798157
2014-04-03 16:00:00,1.65,00610910001,689525.6935211761,5573412.588892316,119.0,117.35,13.0,117.00539379474918,6285.0,POINT (689525.6935211761 5573412.5888923155),[91.055923],0.0,0,1,106.0,124.6190778876359,7.613684092886714
2013-01-01 08:00:00,2.78,00209110001,693401.6265819496,5580767.421807065,120.0,117.22,13.0,118.10294117647042,4879.0,POINT (693401.6265819496 5580767.421807065),[83.288781],0.0,0,1,107.0,122.51420451078924,4.411263334318818
2013-01-01 08:00:00,2.64,00209310001,698485.0464546795,5583382.66882606,117.0,114.36,18.0,114.91516463752149,7228.0,POINT (698485.0464546795 5583382.66882606),[70.],0.0,0,1,99.0,115.31460191857092,0.39943728104942977
2013-01-01 08:00:00,2.5,00208210001,702133.4199388403,5576341.455804501,105.0,102.5,18.0,102.88552285269496,7067.0,POINT (702133.4199388403 5576341.455804501),[54.633444],0.0,0,1,87.0,104.77820908107326,1.8926862283782953
2013-01-01 08:00:00,4.98,00106310001,628910.3444619471,5574074.229852389,282.0,277.02,18.0,277.1481233766248,6160.0,POINT (628910.3444619471 5574074.229852389),[250.297],0.0,0,1,264.0,257.44701675174304,-19.70110662488179
2013-01-01 08:00:00,14.79,00109910003,624630.7742303638,5569832.265878052,278.0,263.21,20.0,263.4478945736444,6450.0,POINT (624630.7742303638 5569832.2658780515),[244.75672],0.0,0,1,258.0,251.62027419193222,-11.827620381712194
2013-01-01 08:00:00,15.99,00129210001,628123.0358815341,5569470.607504458,264.0,248.01,33.0,247.74661987188128,7337.0,POINT (628123.0358815341 5569470.607504458),[219.45938],0.0,0,1,231.0,244.81514996675295,-2.931469905128324
2013-01-01 08:00:00,8.4,00607310001,702588.8010136583,5570072.887778547,104.0,95.6,18.0,96.18964680851067,7050.0,POINT (702588.8010136583 5570072.887778547),[49.47121],0.0,0,1,86.0,100.43338328363501,4.2437364751243365
2013-01-01 08:00:00,2.99,00617810001,707840.4120366605,5566075.985300395,95.0,92.01,13.0,92.21730538139974,7656.0,POINT (707840.4120366605 5566075.985300395),[65.492767],0.0,0,1,82.0,92.83284966211879,0.6155442807190497
2013-01-01 08:00:00,25.79,00109010001,624186.6748620762,5565684.761209956,291.0,265.21,28.0,264.9846320819124,7325.0,POINT (624186.6748620762 5565684.761209956),[245.36881],0.0,0,1,263.0,245.92900168461188,-19.055630397300547
2013-01-01 08:00:00,22.1,00127210001,631020.6977721108,5561129.059358473,250.0,227.9,40.0,228.21954979733343,6908.0,POINT (631020.6977721108 5561129.059358473),[205.],0.0,0,1,210.0,233.29511788421007,5.075568086876643
2013-01-01 08:00:00,15.59,00117110001,621174.20488602,5557443.012280403,275.0,259.41,23.0,260.2550879978864,7557.0,POINT (621174.20488602 5557443.012280403),[220.],0.0,0,1,252.0,244.17057855745142,-16.08450944043497
2013-01-01 08:00:00,3.11,00105110001,626703.8260570598,5551093.244875368,236.0,232.89,18.0,233.0980611715912,3858.0,POINT (626703.8260570598 5551093.244875368),[214.84842],0.0,0,1,218.0,235.01557604069305,1.9175148691018364
2013-01-01 08:00:00,4.48,00112710001,632817.7095850038,5551778.320109346,225.0,220.52,33.0,220.84704746317405,3055.0,POINT (632817.7095850038 5551778.320109346),[182.44133],0.0,0,1,192.0,227.15221585714127,6.305168393967222
2013-01-01 08:00:00,5.43,00608710001,730051.9277353775,5558807.4005993325,75.0,69.57,13.0,69.71112386314444,4618.0,POINT (730051.9277353775 5558807.4005993325),[20.],0.0,0,1,62.0,70.42176707710338,0.7106432139589458
2013-01-01 08:00:00,2.54,00615110001,726445.7947682403,5554475.6186946845,81.0,78.46,13.0,78.57537840785187,4585.0,POINT (726445.7947682403 5554475.6186946845),[38.061611],0.0,0,1,68.0,75.96968142382642,-2.6056969840254567
2013-01-01 08:00:00,6.08,00605310001,732316.5091277822,5553455.287792933,86.0,79.92,23.0,79.59260121049009,7435.0,POINT (732316.5091277822 5553455.287792933),[40.503448],0.0,0,1,63.0,74.39857795528283,-5.194023255207256
2013-01-01 08:00:00,17.35,00613210001,736514.8031710557,5552292.226520921,96.0,78.65,23.0,80.86393284515101,5599.0,POINT (736514.8031710557 5552292.226520921),[66.491028],0.0,0,1,73.0,75.14373113255941,-5.720201712591603
